"","overall_rating","full_name","age","height_cm","weight_kgs","potential","value_euro","wage_euro","preferred_foot","ir1","ir2","ir3","ir4","ir5","weak_foot_1","weak_foot_2","weak_foot_3","weak_foot_4","weak_foot_5","skills_2","skills_3","skills_4","skills_5","work_rate_LL","work_rate_LM","work_rate_LH","work_rate_ML","work_rate_MM","work_rate_MH","work_rate_HL","work_rate_HM","work_rate_HH","release_clause_euro","club_rating","club_jersey_number","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","freekick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","composure","marking","standing_tackle","sliding_tackle"
"7808",68,"Junior Gabriel Arias Cácerers",25,175.26,78.9,73,1200000,7000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1900000,70,9,38,76,69,60,52,62,47,42,37,64,61,58,67,61,70,70,69,65,70,65,57,19,70,53,70,68,30,17,15
"7809",74,"Duirval Hélton Diniz Cabral",35,187.96,82.1,74,1700000,13000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3200000,70,3,45,44,75,66,34,41,36,55,62,55,56,53,55,71,53,54,71,61,82,52,72,72,24,45,61,67,76,76,75
"7810",62,"栗鹏",28,187.96,79.8,64,3e+05,3000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,668000,67,6,30,20,72,45,20,25,32,23,40,35,49,54,51,52,52,52,74,86,75,22,70,55,24,26,30,50,56,63,62
"7811",67,"David Williams",31,152.4,69.9,67,725000,2000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,906000,65,11,56,65,53,57,60,65,41,59,51,66,84,83,76,60,79,71,56,67,68,65,73,40,68,58,66,57,42,37,31
"7812",63,"Makana Baku",20,152.4,67.1,76,7e+05,1000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1500000,64,11,55,46,30,49,45,66,53,39,42,64,92,89,90,62,83,50,67,80,53,42,42,15,62,49,45,56,26,28,20
"7813",62,"Felipe Jaramillo Velásquez",22,185.42,83,70,450000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,829212.9,69,15,41,47,52,65,31,55,49,45,62,64,57,58,54,59,53,48,67,78,78,52,67,60,53,58,41,61,63,61,54
"7814",83,"Jonas Gonçalves Oliveira",34,154.94,73.9,83,13500000,22000,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2.7e+07,79,10,70,88,82,76,85,82,85,77,75,88,64,63,77,84,69,82,69,66,62,85,61,34,85,83,84,87,31,36,25
"7815",68,"Florent Muslija",20,172.72,64.9,79,1500000,6000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2800000,75,35,62,48,38,64,45,75,57,64,57,71,79,76,90,61,90,42,67,84,36,46,36,32,54,63,41,57,27,28,33
"7816",75,"Álvaro Medrán Just",24,175.26,71.2,81,9e+06,26000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17318615.4,74,4,70,58,61,81,57,71,70,76,80,77,60,63,69,71,71,78,64,62,56,80,45,59,65,77,80,64,65,66,59
"7817",69,"Emiliano Amor",23,182.88,79.8,77,1300000,6000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2412414.9,69,32,35,18,65,60,23,45,30,17,52,56,46,43,38,63,46,45,68,63,85,19,70,69,27,34,36,50,68,68,67
"7818",75,"Gabriel Jairo Aníbal Rangel",27,182.88,77.1,75,6e+06,19000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11400000,70,6,62,57,72,76,44,59,57,54,71,72,68,70,61,81,61,72,73,87,72,67,82,72,65,56,66,73,80,70,74
"7819",67,"Matías Andrés Escudero",30,175.26,74.8,67,6e+05,5000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,870000,68,6,26,16,69,54,21,31,23,24,46,53,57,56,46,73,62,32,79,47,70,25,66,77,25,28,38,47,61,63,61
"7820",63,"Shaun Miller",31,172.72,71.2,63,350000,4000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,613000,60,9,36,64,55,44,57,62,37,45,40,64,80,78,86,61,90,63,62,76,68,54,36,24,57,57,58,60,40,20,15
"7821",68,"Radosław Majewski",32,170.18,68,68,775000,3000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1e+06,67,10,64,63,50,69,65,65,67,69,66,68,72,67,73,60,87,69,83,57,49,67,40,40,65,71,61,63,63,57,50
"7822",74,"Erik Sviatchenko",27,182.88,82.1,75,5500000,19000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7600000,71,28,42,39,72,69,36,43,42,34,66,66,63,71,71,68,69,67,85,75,79,61,75,70,60,61,35,71,76,74,72
"7823",70,"Dario Dumić",27,193.04,84.8,73,1800000,10000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2737481.6,68,3,39,41,81,65,22,41,46,54,61,54,40,65,52,62,40,69,77,73,85,41,66,62,34,47,31,64,71,68,65
"7824",61,"Alex Revell",35,190.5,78,61,130000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,228000,61,9,55,63,64,52,60,43,30,35,23,50,52,58,46,58,48,71,76,84,76,54,78,24,64,58,66,59,21,23,22
"7825",82,"Olivier Giroud",32,193.04,92.1,82,2e+07,140000,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.7e+07,83,18,64,83,90,79,82,70,70,65,58,83,43,50,57,83,54,85,84,62,88,74,76,42,83,77,83,79,37,37,20
"7826",80,"Manuel Trigueros Muñoz",27,152.4,74.8,81,1.7e+07,39000,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3.7e+07,79,14,72,69,74,80,63,77,78,69,80,80,67,64,72,78,72,77,71,73,63,79,69,69,77,82,65,73,69,73,62
"7827",58,"郑涛",33,182.88,74.8,58,70000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,151000,63,6,64,33,30,50,19,40,28,30,41,40,55,58,58,64,61,37,51,73,62,27,77,51,40,35,32,45,62,61,60
"7828",64,"Ederson Moreno",25,175.26,68,68,575000,1000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,819000,66,14,53,45,39,68,37,63,63,57,64,66,75,72,73,62,74,50,58,73,48,47,55,57,59,60,46,55,43,55,44
"7829",70,"Mamadou Sylla Diallo",24,175.26,74.8,74,2400000,11000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3866081.8,70,24,57,69,71,67,62,70,65,42,36,69,74,75,70,66,61,71,74,62,71,68,65,36,68,71,62,68,21,42,37
"7830",64,"Dever Orgill",29,182.88,81.2,64,475000,5000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,950000,71,44,28,63,64,54,54,57,37,32,32,65,75,77,68,61,60,57,75,67,70,56,62,16,64,51,66,54,34,40,35
"7831",59,"Aaron Collins",21,185.42,73.9,67,230000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,449000,60,31,38,61,49,50,55,58,21,23,35,60,77,80,72,50,65,58,57,72,67,48,44,19,53,40,48,42,42,13,17
"7832",64,"Andrew Williams",32,187.96,78,64,4e+05,4000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7e+05,63,9,54,65,57,54,62,55,37,36,26,58,76,71,64,63,74,64,64,73,71,62,49,21,65,59,67,58,31,21,12
"7833",71,"Francisco Cerro",31,152.4,74.8,71,2200000,9000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3300000,72,18,66,59,59,73,56,67,59,57,71,70,72,73,67,73,63,73,75,85,80,62,68,71,64,66,53,61,70,73,67
"7834",64,"Maxence Derrien",25,182.88,79.8,71,550000,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1100000,65,6,33,28,59,56,29,34,31,33,52,39,54,60,44,56,68,47,78,59,70,26,55,63,26,31,48,52,61,70,69
"7835",67,"水本 裕貴",33,182.88,73.9,67,450000,4000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,563000,67,4,47,32,67,53,42,38,54,46,48,50,56,55,69,66,60,47,86,52,71,33,63,68,27,48,44,60,68,64,67
"7836",70,"Drew Moor",35,182.88,74.8,70,550000,5000,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,825000,69,3,58,36,72,68,38,57,42,37,68,67,51,48,53,68,64,50,77,65,74,38,72,69,45,49,42,69,70,67,66
"7837",65,"Carlos Cordero Pérez",22,154.94,76.2,74,725000,2000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1300000,72,26,58,35,54,65,33,49,47,40,58,55,71,73,74,60,62,48,67,73,57,31,59,62,54,40,43,56,65,64,66
"7838",69,"Oriol Rosell Argerich",26,182.88,76.2,73,1100000,4000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1700000,68,20,61,49,60,72,53,66,64,42,70,70,50,51,59,71,57,66,60,64,73,64,65,68,54,63,49,69,68,65,64
"7839",65,"Sultan Ali Al Sawadi",26,172.72,63,66,650000,5000,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1100000,66,49,62,52,37,59,52,66,64,52,54,65,93,81,89,57,87,55,83,68,66,53,46,26,59,57,54,57,21,23,24
"7840",62,"Beryly Lubala",21,152.4,73,75,575000,4000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500000,70,30,56,57,38,61,35,61,44,47,55,61,77,75,65,61,74,65,59,65,67,63,40,32,56,55,45,57,37,32,35
"7841",70,"Killian Overmeire",33,187.96,83.9,70,1e+06,8000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1500000,68,7,62,38,65,66,48,57,50,59,68,64,67,69,61,65,59,75,63,85,81,55,74,70,59,60,48,67,68,68,67
"7842",56,"杨柯",29,182.88,78,56,90000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,194000,63,29,43,56,44,38,44,62,38,31,39,62,69,68,60,59,59,71,47,45,62,48,26,16,64,46,49,50,34,26,27
"7843",66,"David Edwards",33,182.88,78,66,475000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,831000,65,4,62,66,75,64,63,62,60,53,58,62,55,57,61,72,59,63,81,84,71,53,65,67,68,63,55,61,50,66,60
"7844",72,"Lorenzo Enrique Reyes Vicencio",27,175.26,74.8,73,3500000,16000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6200000,77,21,52,58,53,73,42,68,64,47,71,71,70,67,80,71,76,64,77,88,69,65,79,75,59,69,50,65,70,76,70
"7845",73,"Paolito Jesus Serra Fonseca",27,190.5,88,73,3500000,17000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6600000,72,4,39,36,74,66,44,37,39,31,65,72,33,42,40,64,41,77,43,46,87,44,67,74,32,24,48,82,75,77,65
"7846",68,"Miquel Nelom",28,175.26,68.9,68,750000,3000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1300000,67,18,71,48,55,64,58,67,66,68,71,67,79,74,80,67,82,72,83,72,58,62,62,58,57,66,55,60,65,66,68
"7847",67,"Christopher Schorch",30,187.96,79.8,67,6e+05,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,870000,67,4,54,23,71,60,32,53,34,24,55,56,51,49,59,64,55,52,60,63,80,34,70,66,41,46,44,65,65,67,61
"7848",59,"Dean Jarvis",26,152.4,71.2,62,160000,1000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,260000,64,33,52,33,49,51,37,51,35,39,47,54,68,70,75,65,62,39,84,76,57,36,63,54,53,53,43,52,56,57,54
"7849",59,"Onni Valakari",19,187.96,82.1,74,325000,1000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,609000,63,18,50,36,45,68,44,52,47,41,65,62,60,60,45,51,52,55,53,67,69,34,40,30,56,64,53,67,38,41,47
"7850",74,"Wanderson  Souza Carneiro",32,152.4,68.9,74,3700000,12000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7400000,72,14,74,56,63,66,50,74,63,38,63,72,76,77,77,73,76,69,77,81,67,66,76,73,69,50,49,71,73,75,71
"7851",66,"Franco Troyansky",21,152.4,77.1,79,1300000,4000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2700000,69,22,45,64,65,56,52,66,44,58,53,69,75,68,63,68,69,67,81,76,62,59,58,13,61,58,61,69,16,16,31
"7852",69,"Michał Kucharczyk",27,152.4,78,69,1100000,5000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1500000,70,18,66,65,62,65,61,66,55,38,46,65,87,87,85,67,76,67,84,73,70,56,71,48,68,64,65,73,49,28,32
"7853",66,"Kennedy Igboananike",30,175.26,69.9,66,650000,5000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1100000,65,10,40,66,58,59,63,66,53,25,36,63,88,90,90,60,79,67,88,73,60,60,58,24,63,48,69,56,28,23,26
"7854",56,"Cesar Matheo Castaño Gómez",19,175.26,64,74,190000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,375000,67,27,51,38,41,62,43,55,47,46,57,57,73,68,74,46,78,48,70,48,37,36,42,27,47,54,50,50,52,36,39
"7855",72,"Moise Kean",19,182.88,78.9,87,6500000,32000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14800000,85,18,42,75,65,59,64,73,62,43,38,74,75,79,75,68,69,71,68,69,73,58,45,21,72,51,65,68,27,28,16
"7856",54,"Scott Twine",19,175.26,68.9,64,1e+05,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,364960.4,58,10,35,53,48,46,34,59,44,39,34,63,68,68,61,53,82,50,73,59,38,44,25,13,51,43,60,46,12,18,14
"7857",67,"渡辺 洋文",31,185.42,79.8,67,575000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,748000,69,3,25,35,68,64,26,23,20,24,52,52,52,54,32,65,40,39,74,71,81,20,50,68,27,33,32,62,62,69,62
"7858",55,"Ryan Sears",20,154.94,72.1,72,170000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,404000,65,27,45,34,51,53,32,51,29,24,54,51,69,70,67,55,64,39,76,63,72,24,52,47,33,31,38,46,48,54,53
"7859",67,"Jérôme Hergault",32,185.42,79.8,67,425000,3000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,744000,68,15,69,40,50,67,28,68,69,48,63,67,55,67,69,64,64,50,43,82,70,50,59,69,55,69,42,63,60,66,65
"7860",70,"Dumisani Zuma",23,170.18,72.1,77,2500000,1000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6e+06,69,28,63,60,38,74,55,80,63,50,58,71,80,77,75,63,78,50,41,61,45,55,38,35,66,65,48,58,55,35,33
"7861",72,"Douglas Pereira dos Santos",28,170.18,59.9,72,2600000,71000,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,9013518.9,71,20,75,59,49,75,56,79,76,56,69,70,78,83,82,71,86,78,75,66,54,67,69,64,66,60,59,65,75,73,69
"7862",63,"José Castaño Muñoz",20,182.88,74.8,73,5e+05,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1200000,79,33,42,38,63,59,41,42,48,28,55,58,59,61,63,59,64,53,70,63,60,31,64,63,42,48,52,56,62,61,63
"7863",65,"Jordy Tutuarima",25,170.18,67.1,68,550000,2000,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,839000,66,5,54,28,43,66,48,61,62,38,63,64,78,76,76,65,85,58,69,72,45,45,66,60,55,63,50,51,56,67,64
"7864",71,"Callum O'Dowda",23,154.94,74.8,78,3300000,23000,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7e+06,70,11,69,62,59,67,48,73,55,57,56,70,87,84,80,67,74,60,67,71,65,58,48,38,61,64,58,56,43,31,25
"7865",61,"Abdurrahim Dursun",20,152.4,69.9,75,475000,2000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1200000,71,98,52,33,50,45,33,58,49,37,42,62,68,67,61,60,71,54,60,59,58,47,56,54,44,34,40,49,59,66,67
"7866",76,"Nicola Sansone",27,175.26,68,77,9e+06,32000,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,15992568,75,10,68,77,65,75,73,79,76,69,65,76,82,79,83,74,83,80,66,59,65,75,68,38,76,77,74,75,46,44,33
"7867",68,"Ali Al Bulayhi",29,182.88,83,69,825000,14000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1500000,74,5,30,25,68,50,25,34,30,23,30,50,62,69,37,61,74,37,81,68,79,25,72,65,25,30,45,63,66,68,69
"7868",58,"Ben Barclay",22,187.96,78,68,180000,4000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,601994.5,63,6,18,19,63,47,27,37,25,23,40,56,46,55,51,42,52,42,66,31,68,31,64,56,20,24,22,46,57,55,52
"7869",66,"Kévin Mayi",26,182.88,78,69,825000,3000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1500000,69,9,61,64,61,59,62,66,43,40,34,65,82,85,79,65,72,61,62,66,67,52,54,18,64,53,59,50,24,19,14
"7870",68,"Alejandro Andrés Contreras Daza",26,182.88,79.8,73,1e+06,5000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1414340.1,65,33,52,48,75,65,36,47,37,42,62,54,57,51,50,63,42,41,76,72,83,36,59,66,44,37,44,53,65,63,67
"7871",58,"José Manuel Irizo Fernández",21,154.94,71.2,72,280000,2000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,763000,80,28,52,60,56,64,34,57,61,59,59,58,71,65,59,55,66,63,61,59,61,55,55,39,58,59,38,54,40,44,38
"7872",68,"Daniel Pudil",33,185.42,82.1,68,525000,10000,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,998000,71,36,71,49,63,67,54,62,71,69,66,67,56,53,67,65,59,74,63,75,74,68,78,64,59,59,61,71,63,69,67
"7873",67,"Tony Mauricio",24,170.18,67.1,73,1e+06,2000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2e+06,67,22,62,71,43,62,61,70,51,41,60,74,77,75,79,59,91,69,53,51,51,63,43,24,64,62,59,58,30,30,33
"7874",74,"Lucas Rodríguez",21,167.64,64,83,8500000,11000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13907151.7,70,11,60,63,40,71,50,82,53,66,70,80,83,80,88,63,85,61,50,87,50,52,50,50,75,72,62,68,67,42,50
"7875",75,"Yuriy Gazinskiy",29,182.88,74.8,75,7510000,27200,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,14950000,77,4,56,55,62,78,50,67,45,44,76,75,63,68,59,65,58,64,70,80,66,50,76,75,52,58,55,74,73,74,71
"7876",66,"佐々木 翔",29,175.26,69.9,66,5e+05,4000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,625000,67,19,70,29,62,58,42,64,61,32,46,67,70,71,72,61,73,42,89,49,56,17,62,64,29,37,38,57,66,70,65
"7877",65,"Mukhtar Omar Fallatah",31,152.4,66.2,65,525000,6000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,866000,67,45,55,68,62,54,60,56,36,26,48,60,69,66,75,65,69,65,75,75,63,56,41,26,68,55,69,69,50,22,20
"7878",63,"Lucas Silva Melo",19,182.88,74.8,77,675000,2000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1600000,78,35,60,32,60,61,40,55,42,39,62,56,67,69,60,60,60,59,70,59,64,40,60,61,39,41,62,43,63,62,63
"7879",78,"Rafael Tolói",28,185.42,74.8,80,1e+07,27000,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,17800000,76,2,44,28,76,66,30,58,41,70,68,66,66,68,63,78,66,75,76,53,69,62,78,82,40,50,64,74,77,82,80
"7880",62,"Jamal Julian Campbell-Ryce",35,170.18,78,62,130000,2000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,228000,61,20,60,52,36,55,56,61,61,57,50,61,74,76,77,60,81,57,88,65,59,49,55,26,58,61,55,59,35,17,23
"7881",55,"Tom Renaud",18,175.26,64.9,77,180000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,495000,68,33,43,33,47,58,33,54,40,34,51,53,63,58,49,56,72,53,63,53,49,40,60,54,41,44,41,47,52,56,58
"7882",74,"Romain Amalfitano",29,175.26,71.2,74,5500000,14000,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.1e+07,72,20,62,64,22,75,49,72,61,62,71,73,66,62,67,76,73,56,52,77,45,50,71,77,70,75,61,71,71,74,67
"7883",54,"Jon Gallagher",23,175.26,71.2,62,1e+05,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,170000,71,26,28,57,39,45,45,58,46,32,35,55,61,54,56,53,72,58,51,54,47,49,32,19,53,50,56,42,12,13,17
"7884",67,"Jules Keita",20,167.64,55.8,78,1300000,3000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2800000,72,23,52,66,41,55,54,73,57,49,49,67,91,87,90,62,91,60,55,60,35,57,47,29,56,55,60,66,32,31,34
"7885",59,"Logan Ndenbe",19,170.18,73.9,73,290000,1000,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,616000,70,22,58,22,48,54,27,59,32,34,48,57,74,67,72,52,83,39,75,63,54,23,60,54,51,43,38,53,52,57,58
"7886",75,"Jérôme Gondorf",30,175.26,78,75,6e+06,23000,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10800000,74,20,72,63,59,78,59,73,72,73,73,74,68,66,74,74,83,72,83,90,75,69,83,68,65,74,62,72,67,69,73
"7887",63,"Jonas Hofmann",22,170.18,67.1,72,575000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,949000,64,6,55,51,46,64,34,58,63,57,59,63,67,68,77,63,82,73,80,66,45,58,68,59,59,63,40,53,62,63,58
"7888",69,"Marco Rojas",27,167.64,64,69,1100000,8000,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1400000,64,17,60,66,21,63,66,72,72,64,61,71,88,89,82,62,84,69,57,62,30,64,49,35,60,66,57,65,28,19,20
"7889",76,"João Pedro Barradas Novais",25,182.88,77.1,79,9500000,13000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,19700000,76,17,76,72,45,76,67,78,78,83,75,77,77,67,75,76,76,84,65,86,68,80,49,50,75,77,75,76,43,57,48
"7890",64,"Ryan Jackson",28,175.26,64.9,64,375000,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,656000,64,2,60,50,47,58,50,60,50,35,53,61,84,85,86,60,83,57,85,88,76,42,49,53,52,50,41,58,60,61,57
"7891",75,"Arijan Ademi",27,185.42,78.9,76,6500000,1000,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,14800000,72,5,42,52,66,74,40,68,49,48,68,70,56,65,46,70,55,68,63,84,81,58,77,73,57,67,46,72,77,76,70
"7892",70,"Danny Blum",28,182.88,83,70,1900000,19000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3465086.4,72,4,68,67,50,61,58,76,75,71,53,73,82,83,75,68,66,77,56,60,73,74,47,28,67,50,44,63,21,34,23
"7893",62,"Filip Kusić",22,182.88,78,72,425000,1000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,744000,68,36,40,25,55,45,35,38,33,29,39,44,63,81,50,55,56,49,78,60,66,31,56,57,29,33,49,45,59,71,70
"7894",57,"Alex Enrique Rambal Ramírez",26,182.88,69.9,61,110000,1000,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,162000,69,3,45,31,60,55,31,54,39,38,54,55,64,59,61,48,55,53,78,57,70,40,57,47,46,46,38,41,55,58,46
"7895",64,"김수범 金秀范",28,175.26,66.2,64,375000,2000,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,469000,67,22,59,44,56,63,56,65,67,62,62,62,73,74,80,60,87,55,79,73,60,56,61,57,62,54,57,60,59,64,61
"7896",73,"Alexander Büttner",30,175.26,74.8,73,3e+06,12000,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4500000,72,28,80,58,65,71,60,73,78,75,72,74,74,77,70,70,74,82,73,74,68,72,79,66,70,69,74,70,67,73,74
"7897",67,"Matthew Pennington",24,185.42,77.1,76,1e+06,3000,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2100000,68,5,61,30,65,64,36,49,35,34,53,54,64,64,46,56,57,44,74,58,73,26,60,68,31,31,48,50,68,69,66
"7898",69,"Leandro de Lima Silva",25,152.4,69.9,74,1400000,4000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3100000,71,21,67,51,49,73,54,73,71,66,68,72,70,68,77,73,71,67,55,68,63,61,48,52,61,65,57,70,53,55,54
